PERID,GENDER,COUNTRY_OF_BIRTH,NATIONALITY,RESIGN_DATE,RESIGNED,RESIGNATION_MTH,RESIGNATION_QTR,RESIGNATION_YEAR,AGE,AGE_GROUPING,MARITAL_STATUS,RANK_GRADE,RANK_GROUPING,YEARS_IN_GRADE,STATUS,EMPLOYEE_GROUP,PARENT_SERVICE,SERVICE_SUB_AREA,SERVICE_TYPE,YEARS_OF_SERVICE,VOC,UNIT,NO_OF_KIDS,MIN_CHILD_AGE,AVE_CHILD_AGE,HSP_ESTABLISHMENT,HSP_CERTIFICATE,HSP_CERT_RANK,HSP_CERT_DESC,UPGRADED_LAST_3_YRS,UPGRADED_CERT_3_YRS,UPGRADED_CERT_DESC_3_YRS,MARRIED_WITHIN_2_YEARS,DIVORCE_WITHIN_2_YEARS,DIVORCE_REMARRIED_WITHIN_2_YEARS,PROMO_LAST_5_YRS,PROMO_LAST_4_YRS,PROMO_LAST_3_YRS,PROMO_LAST_2_YRS,PROMO_LAST_1_YR,UNIT_CHG_LAST_3_YRS,UNIT_CHG_LAST_2_YRS,UNIT_CHG_LAST_1_YR,AWARDS_RECEIVED,HOUSING_TYPE,HOUSING_GROUP,HOUSING_RANK,PREV_HOUSING_TYPE,MOVE_HOUSE_T_2,HOUSE_UPG_DGRD,IPPT_SCORE,PES_SCORE,HOMETOWORKDIST,SVC_INJURY_TYPE,TOT_PERC_INC_LAST_1_YR,BAS_PERC_INC_LAST_1_YR
10000242,Male,Singapore,Singaporean,NA,0,NA,NA,NA,49,40 and Above,Marr.,RANK 10,SENIOR OFFICER,9,ACTIVE,MILITARY REGULARS,SERVICE D,SERVICE C,Full CPF (SAVER-EOS),30.41666667,VOCATION 68,UNIT 241,3,18,20,University,Master,10,MASTER OF SCIENCE,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,NO,4,EXECUTIVE,PUBLIC,6,4-ROOM,YES,2,3,1,27.45,0,-17.15230694,4.517784856
10000244,Male,Singapore,Singaporean,NA,0,NA,NA,NA,49,40 and Above,Marr.,RANK 2,MIDDLE WOSE,9,ACTIVE,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,32.83333333,VOCATION 94,UNIT 402,3,17,19.33333333,Primary,PSLE/PSPE,2,NOT AVAILABLE,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,NO,NO,NO,5,EXECUTIVE,PUBLIC,6,NONE,NO,0,3,3,5.95,0,-34.64398138,-25.04310947
10000245,Male,Singapore,Singaporean,19/10/2012,1,10,Q4,2012,47,40 and Above,Marr.,RANK 27,SENIOR ME,2,ACTIVE,NATIONAL SERVICEMEN,SERVICE A,SERVICE A,MDES,26.33333333,VOCATION 234,UNIT 321,3,18,19.66666667,University,Pass Degree,8,BACHELOR OF SCIENCE IN FINANCE,YES,Pass Degree,BACHELOR OF SCIENCE IN FINANCE,NO,NO,NO,1,1,1,0,0,NO,NO,NO,2,EXECUTIVE,PUBLIC,6,NONE,NO,0,2,5,14.95,0,-19.80479979,6.461783621
10000249,Male,Singapore,Singaporean,NA,0,NA,NA,NA,45,40 and Above,Marr.,RANK 17,MIDDLE OFFICER,7,ACTIVE,MILITARY REGULARS,SERVICE D,SERVICE C,Full CPF (SAVER-EOS),26.41666667,VOCATION 127,UNIT 250,2,6,7,University,Master,10,MASTER OF BUSINESS ADMINISTRATION,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,YES,1,LANDED,PRIVATE,8,NONE,NO,0,1,4,27.9,0,-17.47901767,10.11278058
10000251,Male,Singapore,Singaporean,NA,0,NA,NA,NA,47,40 and Above,Marr.,RANK 2,MIDDLE WOSE,4,ACTIVE,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,29.58333333,VOCATION 125,UNIT 422,1,10,10,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,1,0,0,0,0,NO,NO,NO,1,PRIVATE NON-LANDED,PRIVATE,7,NONE,NO,0,2,5,5.16,0,-30.31887045,-21.97793355
10000252,Male,Singapore,Singaporean,NA,0,NA,NA,NA,46,40 and Above,Marr.,RANK 23,MIDDLE ME,3,ACTIVE,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,25.41666667,VOCATION 12,UNIT 93,3,9,13.33333333,Diploma,Diploma,6,DIPLOMA IN MECHANICAL ENGINEERING,NO,NONE,NONE,NO,NO,NO,1,0,0,0,0,YES,YES,NO,4,5-ROOM,PUBLIC,5,NONE,NO,0,2,3,15.62,0,-16.11424066,13.91983836
10000253,Male,Singapore,Singaporean,NA,0,NA,NA,NA,48,40 and Above,Marr.,RANK 2,MIDDLE WOSE,6,ACTIVE,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,31.83333333,VOCATION 125,UNIT 214,3,14,20.33333333,Secondary,GCE 'O' Level,4,NOT AVAILABLE,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,NO,NO,NO,2,5-ROOM,PUBLIC,5,NONE,NO,0,1,3,17.23960153,0,-27.77838209,-23.80904075
10000254,Male,Singapore,Singaporean,NA,0,NA,NA,NA,52,40 and Above,Marr.,RANK 22,MIDDLE ME,3,ACTIVE,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,34.33333333,VOCATION 236,UNIT 166,3,12,15.66666667,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,YES,4,5-ROOM,PUBLIC,5,NONE,NO,0,2,1,16.47,0,-9.147697341,6.801067141
10000256,Male,Malaysia,Singaporean,01/11/2012,1,11,Q4,2012,55,40 and Above,Marr.,RANK 23,MIDDLE ME,2,WITHDRAWN,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,37.25,VOCATION 236,UNIT 269,2,17,20,Diploma,Diploma,6,SPECIALIST DIPLOMA IN LEARNING SCIENCE,YES,Diploma,SPECIALIST DIPLOMA IN LEARNING SCIENCE,NO,NO,NO,0,0,0,0,0,YES,NO,NO,2,4-ROOM,PUBLIC,4,NONE,NO,0,1,3,32.61,0,199.4263117,-30.94696877
10000257,Male,Malaysia,Singaporean,01/02/2013,1,2,Q1,2013,57,40 and Above,Marr.,RANK 22,MIDDLE ME,2,WITHDRAWN,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,37.41666667,VOCATION 236,UNIT 44,2,19,20.5,Secondary,GCE 'O' Level,4,NOT AVAILABLE,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,NO,NO,1,EXECUTIVE,PUBLIC,6,NONE,NO,0,2,4,37.81,0,-11.29125975,6.759970472
10000259,Male,Singapore,Singaporean,NA,0,NA,NA,NA,49,40 and Above,Marr.,RANK 5,MIDDLE WOSE,7,ACTIVE,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,12.91666667,VOCATION 176,UNIT 381,4,12,22.25,Technical Education,ITE/Poly Certificate,5,BOILER REPAIRS AND MAINTENANCE,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,NO,NO,NO,2,EXECUTIVE,PUBLIC,6,NONE,NO,0,1,3,17.23960153,1,-29.29687332,-21.92084762
10000260,Male,Singapore,Singaporean,02/05/2013,1,5,Q2,2013,50,40 and Above,Marr.,RANK 22,MIDDLE ME,3,ACTIVE,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,32.33333333,VOCATION 236,UNIT 46,2,14,17,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,1,1,0,0,0,YES,NO,NO,1,5-ROOM,PUBLIC,5,NONE,NO,0,0,3,36.33,0,-8.534062427,6.788084901
10000261,Male,Singapore,Singaporean,NA,0,NA,NA,NA,50,40 and Above,Marr.,RANK 5,MIDDLE WOSE,13,ACTIVE,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,33.83333333,VOCATION 94,UNIT 398,4,14,22,Primary,PSLE/PSPE,2,NOT AVAILABLE,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,YES,4,4-ROOM,PUBLIC,4,NONE,NO,0,2,4,17.23960153,0,-27.12986356,-24.48286225
10000262,Male,Malaysia,Singaporean,NA,0,NA,NA,NA,58,40 and Above,Marr.,RANK 22,MIDDLE ME,3,ACTIVE,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,38.58333333,VOCATION 236,UNIT 413,3,17,22.66666667,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,NO,NO,1,5-ROOM,PUBLIC,5,NONE,NO,0,1,3,17.23960153,0,-9.339767703,6.690217489
10000263,Male,Malaysia,Singaporean,NA,0,NA,NA,NA,58,40 and Above,Marr.,RANK 22,MIDDLE ME,3,ACTIVE,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,38.33333333,VOCATION 236,UNIT 274,2,26,27,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,NO,NO,NO,2,EXECUTIVE,PUBLIC,6,NONE,NO,0,1,3,16.32,0,-0.174979919,6.638114442
10000264,Male,Malaysia,Singaporean,NA,0,NA,NA,NA,49,40 and Above,Marr.,RANK 38,SENIOR OFFICER,3,ACTIVE,MILITARY REGULARS,SERVICE D,SERVICE A,Full CPF (SAVER-EOS),29.83333333,VOCATION 203,UNIT 386,2,17,18.5,University,Master,10,MASTER OF SCIENCE,NO,NONE,NONE,NO,NO,NO,1,1,0,0,0,YES,NO,NO,5,LANDED,PRIVATE,8,NONE,NO,0,1,3,31.29,0,-22.46223121,5.451102126
10000267,Male,Singapore,Singaporean,NA,0,NA,NA,NA,52,40 and Above,Marr.,RANK 31,SENIOR WOSE,4,ACTIVE,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,33.66666667,VOCATION 264,UNIT 149,3,16,17.66666667,Diploma,Diploma,6,DIPLOMA IN BUSINESS AND COMMERCE,NO,NONE,NONE,NO,NO,NO,1,0,0,0,0,NO,NO,NO,2,EXECUTIVE,PUBLIC,6,NONE,NO,0,2,1,6.96,0,-30.33507831,-23.22923176
10000271,Male,Singapore,Singaporean,NA,0,NA,NA,NA,49,40 and Above,Marr.,RANK 22,MIDDLE ME,3,ACTIVE,MILITARY REGULARS,SERVICE D,SERVICE C,MDES,31.16666667,VOCATION 59,UNIT 253,3,16,18.66666667,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,NO,NO,NO,1,5-ROOM,PUBLIC,5,NONE,NO,0,1,3,28.52,0,-11.01062623,6.534256661
10000272,Male,Malaysia,Singaporean,NA,0,NA,NA,NA,51,40 and Above,Marr.,RANK 22,MIDDLE ME,3,ACTIVE,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,34.33333333,VOCATION 12,UNIT 112,3,13,14.66666667,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,NO,3,5-ROOM,PUBLIC,5,NONE,NO,0,1,4,30.17,0,0.629756199,6.922416306
10000274,Male,Singapore,Singaporean,NA,0,NA,NA,NA,56,40 and Above,Marr.,RANK 26,SENIOR ME,3,ACTIVE,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,38.58333333,VOCATION 11,UNIT 213,0,0,0,Diploma,Diploma,6,NOT AVAILABLE,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,NO,NO,3,4-ROOM,PUBLIC,4,NONE,NO,0,1,3,14.86,0,-13.29048633,9.441780326
10000276,Male,Singapore,Singaporean,NA,0,NA,NA,NA,42,40 and Above,Marr.,RANK 22,MIDDLE ME,3,ACTIVE,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,23.58333333,VOCATION 236,UNIT 341,0,0,0,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,1,0,0,0,0,YES,YES,NO,1,3-ROOM,PUBLIC,3,NONE,NO,0,1,4,21.94,0,-20.11709774,6.73449636
10000277,Male,Singapore,Singaporean,NA,0,NA,NA,NA,40,36 to 40,Marr.,RANK 18,MIDDLE OFFICER,3,ACTIVE,MILITARY REGULARS,SERVICE B,SERVICE B,SAVER-EOS,17.91666667,VOCATION 252,UNIT 17,3,3,6.333333333,Diploma,Diploma,6,DIPLOMA IN MECHANICAL ENGINEERING,NO,NONE,NONE,NO,NO,NO,1,1,0,0,0,NO,NO,NO,1,3-ROOM,PUBLIC,3,NONE,NO,0,3,5,22.22,0,-8.615919363,10.65154097
10000278,Male,Singapore,Singaporean,NA,0,NA,NA,NA,40,36 to 40,Marr.,RANK 17,MIDDLE OFFICER,0,ACTIVE,MILITARY REGULARS,SERVICE D,SERVICE C,SAVER-EOS,21.5,VOCATION 44,UNIT 271,2,6,7,University,Master,10,MASTER OF SCIENCE,NO,NONE,NONE,NO,NO,NO,1,1,1,1,1,YES,YES,NO,1,5-ROOM,PUBLIC,5,NONE,NO,0,2,4,16.92,0,-10.54557911,6.028769363
10000279,Male,Singapore,Singaporean,NA,0,NA,NA,NA,44,40 and Above,Marr.,RANK 38,SENIOR OFFICER,1,ACTIVE,MILITARY REGULARS,SERVICE D,SERVICE C,SAVER-EOS,23.41666667,VOCATION 44,UNIT 135,1,11,11,University,Honours Degree,9,BACHELOR OF ENGINEERING (SECOND CLASS HONOURS (LOWER)),NO,NONE,NONE,NO,NO,NO,1,1,1,1,0,YES,YES,YES,6,EXECUTIVE,PUBLIC,6,NONE,NO,0,1,3,38.96,0,-17.00748267,9.517147576
10000281,Male,Singapore,Singaporean,NA,0,NA,NA,NA,41,40 and Above,Divorc,RANK 22,MIDDLE ME,3,ACTIVE,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,21.16666667,VOCATION 236,UNIT 326,2,10,10.5,Technical Education,ITC/Higher NITEC,5,ELECTRONICS ENGINEERING,NO,NONE,NONE,NO,YES,NO,0,0,0,0,0,NO,NO,NO,1,4-ROOM,PUBLIC,4,EXECUTIVE,YES,-2,2,3,37.59,0,0.765105825,10.33611025
10000282,Male,Singapore,Singaporean,NA,0,NA,NA,NA,42,40 and Above,Marr.,RANK 17,MIDDLE OFFICER,5,ACTIVE,MILITARY REGULARS,SERVICE B,SERVICE B,Full CPF (SAVER-EOS),15.58333333,VOCATION 76,UNIT 251,2,3,7.5,Pre University,GCE 'A' Level,6,GCE 'A' LEVEL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,NO,1,LANDED,PRIVATE,8,NONE,NO,0,1,4,20.7,0,-12.44131794,10.69148874
10000285,Male,Singapore,Singaporean,NA,0,NA,NA,NA,41,40 and Above,Marr.,RANK 17,MIDDLE OFFICER,2,ACTIVE,MILITARY REGULARS,SERVICE A,SERVICE A,SAVER-EOS,21.66666667,VOCATION 203,UNIT 327,0,0,0,University,Pass Degree,8,BACHELOR OF COMMERCE,NO,NONE,NONE,NO,NO,NO,1,1,1,0,0,NO,NO,NO,2,EXECUTIVE,PUBLIC,6,NONE,NO,0,2,4,9.62,0,-15.13158029,12.16287431
10000286,Male,Singapore,Singaporean,NA,0,NA,NA,NA,40,36 to 40,Marr.,RANK 17,MIDDLE OFFICER,1,ACTIVE,MILITARY REGULARS,SERVICE A,SERVICE A,SAVER-EOS,21.66666667,VOCATION 203,UNIT 274,1,6,6,University,Honours Degree,9,BACHELOR OF ENGINEERING (SECOND CLASS HONOURS (UPPER)),YES,Qualification From Professional Bodies,ADVANCED COURSE IN LEARNING SCIENCE,NO,NO,NO,1,1,1,1,0,YES,YES,NO,3,PRIVATE NON-LANDED,PRIVATE,7,NONE,NO,0,2,5,14.6,0,-22.23816563,7.50230492
10000287,Male,Singapore,Singaporean,03/10/2010,1,10,Q4,2010,38,36 to 40,Marr.,RANK 12,MIDDLE OFFICER,7,ACTIVE,NATIONAL SERVICEMEN,SERVICE B,SERVICE B,SAVER-EOS,15.66666667,VOCATION 253,UNIT 19,3,4,5.666666667,Pre University,GCE 'A' Level,6,GCE 'A' LEVEL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,NO,NO,2,EXECUTIVE,PUBLIC,6,PRIVATE NON-LANDED,YES,-1,2,5,7.27,0,0,0
10000288,Male,Singapore,Singaporean,01/09/2013,1,9,Q3,2013,40,36 to 40,Marr.,RANK 18,MIDDLE OFFICER,3,ACTIVE,NATIONAL SERVICEMEN,SERVICE B,SERVICE B,SAVER-EOS,17.25,VOCATION 10,UNIT 210,1,9,9,Diploma,Diploma,6,DIPLOMA IN MECHANICAL ENGINEERING,NO,NONE,NONE,NO,NO,NO,1,1,0,0,0,YES,YES,NO,4,5-ROOM,PUBLIC,5,NONE,NO,0,2,5,14.02,0,-11.48713955,10.72342508
10000289,Male,Singapore,Singaporean,20/09/2012,1,9,Q3,2012,43,40 and Above,Marr.,RANK 22,MIDDLE ME,2,WITHDRAWN,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,23.25,VOCATION 12,UNIT 146,3,11,12,Diploma,Advanced Diploma,7,ADVANCED DIPLOMA IN AEROSPACE ENGINEERING & MANAGEMENT,YES,Advanced Diploma,ADVANCED DIPLOMA IN AEROSPACE ENGINEERING & MANAGEMENT,NO,NO,NO,0,0,0,0,0,YES,NO,NO,5,PRIVATE NON-LANDED,PRIVATE,7,NONE,NO,0,1,3,0,0,-10.43925184,-17.22276834
10000291,Male,Singapore,Singaporean,03/05/2013,1,5,Q2,2013,44,40 and Above,Marr.,RANK 17,MIDDLE OFFICER,4,ACTIVE,NATIONAL SERVICEMEN,SERVICE B,SERVICE B,SAVER-EOS,24.91666667,VOCATION 80,UNIT 273,1,4,4,University,Pass Degree,8,BACHELOR OF BUSINESS ADMINISTRATION,NO,NONE,NONE,NO,NO,NO,1,0,0,0,0,YES,YES,NO,2,PRIVATE NON-LANDED,PRIVATE,7,NONE,NO,0,2,5,16.29,0,-10.57869397,10.06487344
10000292,Male,Singapore,Singaporean,NA,0,NA,NA,NA,41,40 and Above,Marr.,RANK 21,JUNIOR ME,3,ACTIVE,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,23.16666667,VOCATION 236,UNIT 343,4,4,9.75,Primary,Without PSLE/PSPE Pass,1,NOT AVAILABLE,NO,NONE,NONE,NO,NO,NO,1,0,0,0,0,NO,NO,NO,1,4-ROOM,PUBLIC,4,NONE,NO,0,2,4,0,2,4.828469211,7.994439954
10000295,Male,Singapore,Singaporean,01/05/2011,1,5,Q2,2011,44,40 and Above,Single,RANK 21,JUNIOR ME,1,WITHDRAWN,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,22.91666667,VOCATION 12,UNIT 152,0,0,0,Technical Education,NTC2/NITEC,5,REFRIGERATION AND AIR-CON,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,NO,NO,NO,1,3-ROOM,PUBLIC,3,NONE,NO,0,1,5,17.23960153,0,0,0
10000296,Male,Singapore,Singaporean,NA,0,NA,NA,NA,46,40 and Above,Marr.,RANK 22,MIDDLE ME,3,ACTIVE,MILITARY REGULARS,SERVICE D,SERVICE C,MDES,26.75,VOCATION 59,UNIT 304,3,0,6,Technical Education,ITE/Poly Certificate,5,AUTOMOTIVE TECHNOLOGY,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,NO,NO,NO,1,5-ROOM,PUBLIC,5,NONE,NO,0,0,3,17.23960153,0,0.727507115,7.470508277
10000298,Male,Malaysia,Singaporean,NA,0,NA,NA,NA,47,40 and Above,Marr.,RANK 27,SENIOR ME,3,ACTIVE,MILITARY REGULARS,SERVICE D,SERVICE C,MDES,25,VOCATION 59,UNIT 330,3,11,14.33333333,University,Master,10,MASTER OF SCIENCE (LOGISTICS),NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,NO,NO,4,5-ROOM,PUBLIC,5,NONE,NO,0,2,3,13.82,0,-14.86273718,7.185956041
10000299,Male,Singapore,Singaporean,01/09/2011,1,9,Q3,2011,45,40 and Above,Marr.,RANK 22,MIDDLE ME,1,WITHDRAWN,MILITARY REGULARS,SERVICE C,SERVICE C,MDES,26,VOCATION 157,UNIT 40,2,6,9,Diploma,Diploma,6,DIPLOMA IN ELECTRONIC,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000300,Male,Singapore,Singaporean,NA,0,NA,NA,NA,48,40 and Above,Marr.,RANK 22,MIDDLE ME,3,ACTIVE,MILITARY REGULARS,SERVICE G,SERVICE C,MDES,31.83333333,VOCATION 59,UNIT 385,2,13,14.5,Technical Education,ITE/Poly Certificate,5,MOTOR VEHICLE MECHANICAL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,NO,3,5-ROOM,PUBLIC,5,NONE,NO,0,2,4,8.29,0,-17.35151829,9.000416536
10000301,Male,Singapore,Singaporean,NA,0,NA,NA,NA,45,40 and Above,Marr.,RANK 18,MIDDLE OFFICER,11,ACTIVE,MILITARY REGULARS,SERVICE D,SERVICE C,Full CPF (SAVER-EOS),23.5,VOCATION 121,UNIT 162,2,14,15,Pre University,GCE 'A' Level,6,GCE 'A' LEVEL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,NO,NO,5,PRIVATE NON-LANDED,PRIVATE,7,NONE,NO,0,2,3,17.23960153,0,-14.39784222,4.980236266
10000302,Male,Singapore,Singaporean,NA,0,NA,NA,NA,46,40 and Above,Marr.,RANK 22,MIDDLE ME,3,ACTIVE,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,28.66666667,VOCATION 12,UNIT 109,2,5,10.5,Diploma,Diploma,6,DIPLOMA IN MECHANICAL ENGINEERING,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,NO,1,4-ROOM,PUBLIC,4,NONE,NO,0,2,5,22.69,0,-9.923200245,7.025599617
10000303,Male,Singapore,Singaporean,NA,0,NA,NA,NA,47,40 and Above,Marr.,RANK 21,JUNIOR ME,3,ACTIVE,MILITARY REGULARS,SERVICE D,SERVICE C,MDES,26.41666667,VOCATION 59,UNIT 304,0,0,0,Technical Education,ITE/Poly Certificate,5,MOTOR VEHICLE MECHANICAL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,NO,NO,NO,1,3-ROOM,PUBLIC,3,NONE,NO,0,1,3,20.89,1,-22.99323939,6.16801648
10000304,Male,Singapore,Singaporean,NA,0,NA,NA,NA,45,40 and Above,Marr.,RANK 17,MIDDLE OFFICER,8,ACTIVE,MILITARY REGULARS,SERVICE D,SERVICE C,Full CPF (SAVER-EOS),26.41666667,VOCATION 121,UNIT 290,2,14,15.5,University,Honours Degree,9,BACHELOR OF ENGINEERING (SECOND CLASS HONOURS (LOWER)),NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,NO,4,PRIVATE NON-LANDED,PRIVATE,7,NONE,NO,0,3,5,13.16,0,-21.43003716,5.037899608
10000306,Male,Singapore,Singaporean,NA,0,NA,NA,NA,51,40 and Above,Marr.,RANK 22,MIDDLE ME,3,ACTIVE,MILITARY REGULARS,SERVICE D,SERVICE C,MDES,32,VOCATION 59,UNIT 63,5,7,13.6,Technical Education,ITC/Higher NITEC,5,AUTOMOTIVE ENGINEERING,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,NO,NO,NO,1,5-ROOM,PUBLIC,5,NONE,NO,0,1,3,23.05,0,11.51858546,7.626309904
10000307,Male,Malaysia,Singaporean,NA,0,NA,NA,NA,57,40 and Above,Marr.,RANK 22,MIDDLE ME,3,ACTIVE,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,40.5,VOCATION 236,UNIT 258,2,24,26,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,NO,NO,NO,1,5-ROOM,PUBLIC,5,NONE,NO,0,1,3,0,0,-1.673048304,5.847831839
10000308,Male,Malaysia,Singaporean,NA,0,NA,NA,NA,57,40 and Above,Marr.,RANK 22,MIDDLE ME,3,ACTIVE,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,41.08333333,VOCATION 18,UNIT 111,2,29,30,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,NO,1,EXECUTIVE,PUBLIC,6,NONE,NO,0,1,1,11.24,0,-13.00094052,6.529033246
10000309,Male,Singapore,Singaporean,23/02/2010,1,2,Q1,2010,46,40 and Above,Divorc,RANK 2,MIDDLE WOSE,2,WITHDRAWN,MILITARY REGULARS,SERVICE D,SERVICE C,Premium Plan 2,29.08333333,VOCATION 275,UNIT 254,1,16,16,Primary,PSLE/PSPE,2,NOT AVAILABLE,NO,NONE,NONE,NO,NO,NO,1,1,1,0,0,NO,NO,NO,3,4-ROOM,PUBLIC,4,NONE,NO,0,3,1,17.23960153,1,0,0
10000310,Male,Malaysia,Singaporean,NA,0,NA,NA,NA,57,40 and Above,Marr.,RANK 22,MIDDLE ME,3,ACTIVE,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,40.5,VOCATION 236,UNIT 45,2,23,24,Technical Education,ITE/Poly Certificate,5,DIESEL MECHANICAL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,NO,NO,NO,4,EXECUTIVE,PUBLIC,6,NONE,NO,0,1,1,11.68,0,-9.032642416,4.102448437
10000311,Male,Malaysia,Singaporean,01/06/2011,1,6,Q2,2011,55,40 and Above,Marr.,RANK 22,MIDDLE ME,1,ACTIVE,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,38.08333333,VOCATION 236,UNIT 180,1,22,22,Technical Education,ITE/Poly Certificate,5,MARINE FITTING,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,NO,NO,NO,2,PRIVATE NON-LANDED,PRIVATE,7,PRIVATE NON-LANDED,YES,-2,2,4,15.4,0,0,0
